Author full names	Title	Link	Affiliations	Authors with affiliations
"Ibrahim, Amer (55601001400); Al-Rajab, Murad (39861072400); Hamid, Khalid (57702518800); Aqeel, Muhamamd (57518502000); Muneer, Salman (57671608600); Parveen, Mehvish (58297448200); Saleem, Maryam (58296347800)"	Usability Evaluation of Kids' Learning Apps	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160759283&doi=10.1109%2fICBATS57792.2023.10111473&partnerID=40&md5=d29b196d6e69f12da1975718d165147f	"American University in the Emirates, College of Computer and Information Technology, Dubai, United Arab Emirates; Abu Dhabi University, Computer Scienc and IT College of Engineering, United Arab Emirates; Superior University, Department of Computer Science, Lahore, Pakistan; Superior University, Department of Software Engineering, Lahore, Pakistan; NCBA&E, School of Computer Science, Lahore, Pakistan; Applied Science Private University, Applied Science Research Center, Amman, 11937, Jordan; NCBAE, School of Computer Science, Lahore, Pakistan"	"Ibrahim A., American University in the Emirates, College of Computer and Information Technology, Dubai, United Arab Emirates; Al-Rajab M., Abu Dhabi University, Computer Scienc and IT College of Engineering, United Arab Emirates; Hamid K., Superior University, Department of Computer Science, Lahore, Pakistan; Aqeel M., Superior University, Department of Software Engineering, Lahore, Pakistan; Muneer S., NCBA&E, School of Computer Science, Lahore, Pakistan, Applied Science Private University, Applied Science Research Center, Amman, 11937, Jordan; Parveen M., NCBAE, School of Computer Science, Lahore, Pakistan; Saleem M., Superior University, Department of Computer Science, Lahore, Pakistan"
"Hamid, Khalid (57702518800); Iqbal, Muhammad Waseem (57194948912); Usman Ashraf, M. (57203054223); Gardezi, Akber Abid (26643876900); Ahmad, Shafiq (57209916514); Alqahtani, Mejdal (57561603500); Shafiq, Muhammad (56948778000)"	Intelligent Systems and Photovoltaic Cells Empowered Topologically by Sudoku Networks	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141899822&doi=10.32604%2fcmc.2023.034320&partnerID=40&md5=252ee4e18e8f7e458363c122b5edcae5	"Department of Computer Science, Superior University, Lahore, 54000, Pakistan; Department of Software Engineering, Superior University, Lahore, 54000, Pakistan; Department of Computer Science, GC Women University, Sialkot, 51310, Pakistan; Department of Computer Science, COMSATS University Islamabad, Islamabad, 45550, Pakistan; Industrial Engineering Department, College of Engineering, King Saud University, P.O. Box 800, Riyadh, 11421, Saudi Arabia; Department of Information and Communication Engineering, Yeungnam University, Gyeongsan, 38541, South Korea"	"Hamid K., Department of Computer Science, Superior University, Lahore, 54000, Pakistan; Iqbal M.W., Department of Software Engineering, Superior University, Lahore, 54000, Pakistan; Usman Ashraf M., Department of Computer Science, GC Women University, Sialkot, 51310, Pakistan; Gardezi A.A., Department of Computer Science, COMSATS University Islamabad, Islamabad, 45550, Pakistan; Ahmad S., Industrial Engineering Department, College of Engineering, King Saud University, P.O. Box 800, Riyadh, 11421, Saudi Arabia; Alqahtani M., Industrial Engineering Department, College of Engineering, King Saud University, P.O. Box 800, Riyadh, 11421, Saudi Arabia; Shafiq M., Department of Information and Communication Engineering, Yeungnam University, Gyeongsan, 38541, South Korea"
"Devi, Munisamy Shyamala (36688404200); Kumar, Venkatesan Dhilip (57188741789); Brezulianu, Adrian (24491787500); Geman, Oana (53863372800); Arif, Muhammad (56452459100)"	A Novel Blunge Calibration Intelligent Feature Classification Model for the Prediction of Hypothyroid Disease	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147894289&doi=10.3390%2fs23031128&partnerID=40&md5=d035bbea2eaea258cc21ca5b2980bc73	"Department of CSE, Vel Tech Rangarajan Dr. Sagunthala RD Institute of Science and Technology, Chennai, 600062, India; Faculty of Electronics, Telecommunications and Information Technology, “Gheorghe Asachi” Tehnical University, Iasi, 700506, Romania; Greensoft Ltd., Iasi, 700137, Romania; The Computers, Electronics and Automation Department, Faculty of Electrical Engineering and Computer Science, “Stefan cel Mare” University of Suceava, Suceava, 720229, Romania; Department of Computer Science, Superior University, Lahore, 54000, Pakistan"	"Devi M.S., Department of CSE, Vel Tech Rangarajan Dr. Sagunthala RD Institute of Science and Technology, Chennai, 600062, India; Kumar V.D., Department of CSE, Vel Tech Rangarajan Dr. Sagunthala RD Institute of Science and Technology, Chennai, 600062, India; Brezulianu A., Faculty of Electronics, Telecommunications and Information Technology, “Gheorghe Asachi” Tehnical University, Iasi, 700506, Romania, Greensoft Ltd., Iasi, 700137, Romania; Geman O., The Computers, Electronics and Automation Department, Faculty of Electrical Engineering and Computer Science, “Stefan cel Mare” University of Suceava, Suceava, 720229, Romania; Arif M., Department of Computer Science, Superior University, Lahore, 54000, Pakistan"
"Shah, Ibrahim (57196224153); Abbasi, Waseem (57192178141); Alhussein, Musaed (55960576300); Khan, Imran (57212314744); Ur Rehman, Fazal (14832046300); Anwar, Muhammad Shahid (57926911800); Aurangzeb, Khursheed (57194517674)"	Robust Approach for Global Stabilization of a Class of Underactuated Mechanical Systems in Presence of Uncertainties	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163455566&doi=10.1155%2f2023%2f8207980&partnerID=40&md5=6a11097ee65ccab9c3d3fb50632b277e	"Electrical Engineering Department, Capital University of Science and Technology, Islamabad, 44000, Pakistan; Computer Science and IT Department, Superior University, Lahore, 54000, Pakistan; Department of Computer Engineering, College of Computer and Information Sciences, King Saud University, P.O. Box 51178, Riyadh, 11543, Saudi Arabia; Electrical Engineering Department, Sargodha University, Sargodha, 40100, Pakistan; Department of AI Software, Gachon University, Seongnam-si, 13120, South Korea"	"Shah I., Electrical Engineering Department, Capital University of Science and Technology, Islamabad, 44000, Pakistan; Abbasi W., Computer Science and IT Department, Superior University, Lahore, 54000, Pakistan; Alhussein M., Department of Computer Engineering, College of Computer and Information Sciences, King Saud University, P.O. Box 51178, Riyadh, 11543, Saudi Arabia; Khan I., Electrical Engineering Department, Sargodha University, Sargodha, 40100, Pakistan; Ur Rehman F., Electrical Engineering Department, Capital University of Science and Technology, Islamabad, 44000, Pakistan; Anwar M.S., Department of AI Software, Gachon University, Seongnam-si, 13120, South Korea; Aurangzeb K., Department of Computer Engineering, College of Computer and Information Sciences, King Saud University, P.O. Box 51178, Riyadh, 11543, Saudi Arabia"
"Iqbal, Muhammad Javaid (57220855255); Iqbal, Muhammad Waseem (57194948912); Anwar, Muhammad (24450096000); Khan, Muhammad Murad (56393422400); Nazimi, Abd Jabar (54883935000); Ahmad, Mohammad Nazir (55854105900)"	Brain Tumor Segmentation in Multimodal MRI Using U-Net Layered Structure	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145258123&doi=10.32604%2fcmc.2023.033024&partnerID=40&md5=d78b73229ebeeb9d0cad2b81dffc9be5	"Department of Information Technology, The Superior University, Lahore, Pakistan; Department of Software Engineering, The Superior University, Lahore, Pakistan; Department of Information Sciences, Division of Science and Technology, University of Education, Lahore, Pakistan; Department of Computer Science, Government College University, Faisalabad, Pakistan; Deptment of Oral and Maxillofacial Surgery, Faculty of Dentistry, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia; Institute of IR4.0, Universiti Kebangsaan Malaysia, Selangor, Bangi, Malaysia"	"Iqbal M.J., Department of Information Technology, The Superior University, Lahore, Pakistan; Iqbal M.W., Department of Software Engineering, The Superior University, Lahore, Pakistan; Anwar M., Department of Information Sciences, Division of Science and Technology, University of Education, Lahore, Pakistan; Khan M.M., Department of Computer Science, Government College University, Faisalabad, Pakistan; Nazimi A.J., Deptment of Oral and Maxillofacial Surgery, Faculty of Dentistry, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia; Ahmad M.N., Institute of IR4.0, Universiti Kebangsaan Malaysia, Selangor, Bangi, Malaysia"
"Kalid, Adnan (58705303200); Ashfaq, Nazish (58705280900); Ashiq, Waqar (58705143600); Azeem Qureshi, Muhammad (23978636100); Arif, Muhammad (56452459100)"	Trust Management in Smart Cities Using Blockchain Technology	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177535584&doi=10.1201%2f9781003190301-12&partnerID=40&md5=ae719a10db924953b68c9a12102c2b74	"University of Lahore, Pakistan; Superior University, Lahore, Pakistan"	"Kalid A., University of Lahore, Pakistan; Ashfaq N., University of Lahore, Pakistan; Ashiq W., University of Lahore, Pakistan; Azeem Qureshi M., University of Lahore, Pakistan; Arif M., Superior University, Lahore, Pakistan"
"Tariq, Arham (58104955300); Amin, Ahmad (57220091339); Masood, Yasir (58197946400); Muzaffar, Muhammad (58197974000); Iqbal, Junaid (58197946500)"	Predicting Early Withdrawal of University Students: A Comparative Study between KNN and Decision Tree	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153676433&doi=10.1109%2fICACS55311.2023.10089706&partnerID=40&md5=5e84620089b67611cb9b69fecb55ad70	"University of Central Punjab, Department of Computer Science, Lahore, Pakistan; Superior University Lahore, Department of Computer Science, Pakistan; University of Lahore, Department of Computer Science, Lahore, Pakistan; Sharif College of Engineering and Technology, Department of Computer Science, Lahore, Pakistan"	"Tariq A., University of Central Punjab, Department of Computer Science, Lahore, Pakistan; Amin A., Superior University Lahore, Department of Computer Science, Pakistan; Masood Y., University of Lahore, Department of Computer Science, Lahore, Pakistan; Muzaffar M., Sharif College of Engineering and Technology, Department of Computer Science, Lahore, Pakistan; Iqbal J., University of Lahore, Department of Computer Science, Lahore, Pakistan"
"Khushi, Hafiz Muhammad Tayyab (58541811100); Masood, Tehreem (58429195500); Jaffar, Arfan (58663421300); Rashid, Muhammad (57221707362); Akram, Sheeraz (56199595000)"	Improved Multiclass Brain Tumor Detection via Customized Pretrained EfficientNetB7 Model	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174827946&doi=10.1109%2fACCESS.2023.3325883&partnerID=40&md5=7deefe9dafcb5ac0046523d2a8af3c18	"National University of Technology, Department of Computer Science, Islamabad, 45000, Pakistan; Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan; Intelligent Data Visual Computing Research (IDVCR), Lahore, 54000, Pakistan; Imam Mohammad Ibn Saud Islamic University (IMSIU), College of Computer and Information Sciences, Department of Information Systems, Riyadh, 11432, Saudi Arabia"	"Khushi H.M.T., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 54000, Pakistan; Masood T., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 54000, Pakistan; Jaffar A., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 54000, Pakistan; Rashid M., National University of Technology, Department of Computer Science, Islamabad, 45000, Pakistan; Akram S., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 54000, Pakistan, Imam Mohammad Ibn Saud Islamic University (IMSIU), College of Computer and Information Sciences, Department of Information Systems, Riyadh, 11432, Saudi Arabia"
"Al-Dmour, Nidal A. (9334796400); Kamrul Hasan, Mohammad (56039486100); Ajmal, Masood (57211208979); Ali, Muhammad (56565871700); Naseer, Iftikhar (57220188741); Ali, Atif (57215537023); Hamadi, Hussam Al (57200267734); Ali, Nasir (58070620200)"	An Automated Platform for Gathering and Managing Open-Source Cyber Threat Intelligence	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160726470&doi=10.1109%2fICBATS57792.2023.10111470&partnerID=40&md5=54522eab387f1758f47642c58280d014	"Mutah University, College of Engineering, Department of Computer Engineering, Jordan; Universiti Kebangsaan Malaysia (UKM), Center for Cyber Security, Malaysia; Riphah International University, Islamabad, Pakistan; University of Central Punjab, Pakistan; The Superior University, Faculty of Computer Science & Information Technology, Lahore, Pakistan; Multimedia University, Research Management Centre (RMC), Cyberjaya, Malaysia; College of Engineering and IT University of Dubai, United Arab Emirates; School of Computer Science, NCBA&E, Lahore, Pakistan; Applied Science Private University, Applied Science Research Center, Amman, 11937, Jordan"	"Al-Dmour N.A., Mutah University, College of Engineering, Department of Computer Engineering, Jordan; Kamrul Hasan M., Universiti Kebangsaan Malaysia (UKM), Center for Cyber Security, Malaysia; Ajmal M., Riphah International University, Islamabad, Pakistan; Ali M., University of Central Punjab, Pakistan; Naseer I., The Superior University, Faculty of Computer Science & Information Technology, Lahore, Pakistan; Ali A., Multimedia University, Research Management Centre (RMC), Cyberjaya, Malaysia; Hamadi H.A., College of Engineering and IT University of Dubai, United Arab Emirates; Ali N., School of Computer Science, NCBA&E, Lahore, Pakistan, Applied Science Private University, Applied Science Research Center, Amman, 11937, Jordan"
"Bashir, Rab Nawaz (57216837573); Khan, Faizan Ahmed (57324816100); Khan, Arfat Ahmad (58106961000); Tausif, Muhammad (57719333400); Abbas, Muhammad Zahid (56816385000); Shahid, Malik Muhammad Ali (56905400200); Khan, Nasrullah (57222122768)"	Intelligent optimization of Reference Evapotranspiration (ETo) for precision irrigation	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152483502&doi=10.1016%2fj.jocs.2023.102025&partnerID=40&md5=5f2ad652fdf37d666b472864fd784007	"Department of Computer Science, COMSATS University Islamabad, Vehari Campus, Vehari, 61100, Pakistan; Department of Computer Science, Islamia University Bahawalpur, Pakistan; University of Central Punjab, Lahore, Pakistan; Department of Computer Science, College of Computing, Khon Kaen University, Khon Kaen, 40002, Thailand; Department of Computer Science, Superior University, Lahore, Pakistan; Department of Computer Science, Namal University, Pakistan; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, 211106, China"	"Bashir R.N., Department of Computer Science, COMSATS University Islamabad, Vehari Campus, Vehari, 61100, Pakistan, Department of Computer Science, Islamia University Bahawalpur, Pakistan; Khan F.A., University of Central Punjab, Lahore, Pakistan; Khan A.A., Department of Computer Science, College of Computing, Khon Kaen University, Khon Kaen, 40002, Thailand; Tausif M., Department of Computer Science, Superior University, Lahore, Pakistan; Abbas M.Z., Department of Computer Science, COMSATS University Islamabad, Vehari Campus, Vehari, 61100, Pakistan; Shahid M.M.A., Department of Computer Science, Namal University, Pakistan; Khan N., College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, 211106, China"
"Fatima, Anam (58160981500); Iqbal, Muhammad Waseem (57194948912); Aqeel, Muhammad (57518502000); Rana, Toqir A. (57188758524); Chen, Shuhong (36670848600); Arif, Muhammad (56452459100)"	Impact of Reenactment Programs on Young Generation	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151065476&doi=10.1007%2f978-981-99-0272-9_28&partnerID=40&md5=dac79f41d04430d5b5d49da8308129c2	"Department of Computer Science, Superior University Lahore, Lahore, 54000, Pakistan; Department of Software Engineering, Superior University Lahore, Lahore, 54000, Pakistan; Department of Computer Science and IT, The University of Lahore, Lahore, 54000, Pakistan; School of Computer Science and Cyber Engineering, Guangzhou University, Guangzhou, 510006, China"	"Fatima A., Department of Computer Science, Superior University Lahore, Lahore, 54000, Pakistan; Iqbal M.W., Department of Software Engineering, Superior University Lahore, Lahore, 54000, Pakistan; Aqeel M., Department of Software Engineering, Superior University Lahore, Lahore, 54000, Pakistan; Rana T.A., Department of Computer Science and IT, The University of Lahore, Lahore, 54000, Pakistan; Chen S., School of Computer Science and Cyber Engineering, Guangzhou University, Guangzhou, 510006, China; Arif M., Department of Computer Science, Superior University Lahore, Lahore, 54000, Pakistan"
"Alsharabi, Naif (23388600400); Shahwar, Tayyaba (57469350500); Rehman, Ateeq Ur (57210246601); Alharbi, Yasser (57217018904)"	Implementing Magnetic Resonance Imaging Brain Disorder Classification via AlexNet–Quantum Learning	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146749073&doi=10.3390%2fmath11020376&partnerID=40&md5=a83e433dd010aa98729d1a828161eb1f	"Department of Computer Engineering, College of Computer Science and Engineering, University of Ha’il, Ha’il, 55476, Saudi Arabia; College of Engineering and Information Technology, Amran University, Amran, Yemen; Department of Electrical Engineering, Superior University, Lahore, 54000, Pakistan; Department of Electrical Engineering, Government College University, Lahore, 54000, Pakistan"	"Alsharabi N., Department of Computer Engineering, College of Computer Science and Engineering, University of Ha’il, Ha’il, 55476, Saudi Arabia, College of Engineering and Information Technology, Amran University, Amran, Yemen; Shahwar T., Department of Electrical Engineering, Superior University, Lahore, 54000, Pakistan; Rehman A.U., Department of Electrical Engineering, Government College University, Lahore, 54000, Pakistan; Alharbi Y., Department of Computer Engineering, College of Computer Science and Engineering, University of Ha’il, Ha’il, 55476, Saudi Arabia"
"Khushi, Hafiz Muhammad Tayyab (58541811100); Masood, Tehreem (58429195500); Jaffar, Arfan (26654126000); Akram, Sheeraz (56199595000); Bhatti, Sohail Masood (56730176600)"	Performance analysis of state-of-the-art CNN architectures for brain tumour detection	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168382051&doi=10.1002%2fima.22949&partnerID=40&md5=8df13e353e3b30ab8aa31610e00a492e	"Faculty of Computer Science & Information Technology, The Superior University, Lahore, Pakistan; Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan; Information Systems Department, College of Computer and Information Sciences, Imam Mohammad Ibn Saud Islamic University (IMSIU), Riyadh, Saudi Arabia"	"Khushi H.M.T., Faculty of Computer Science & Information Technology, The Superior University, Lahore, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan; Masood T., Faculty of Computer Science & Information Technology, The Superior University, Lahore, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan; Jaffar A., Faculty of Computer Science & Information Technology, The Superior University, Lahore, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan; Akram S., Faculty of Computer Science & Information Technology, The Superior University, Lahore, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan, Information Systems Department, College of Computer and Information Sciences, Imam Mohammad Ibn Saud Islamic University (IMSIU), Riyadh, Saudi Arabia; Bhatti S.M., Faculty of Computer Science & Information Technology, The Superior University, Lahore, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan"
"Ali, Muhammad (57201029663); Cheema, Sehrish Munawar (57207827928); Aslam, Zaheer (58171600500); Naz, Ammerha (57218266839); Ayub, Nasir (58172183400)"	CBAI: Cloud-Based Agile Infrastructure for Enhancing Distributed Agile Development	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159008173&doi=10.1109%2fiCoMET57998.2023.10099284&partnerID=40&md5=ba71a1f6f6a93eb85fc36c942e9d3225	"The Superior University Lahore, Department of Software Engineering, Lahore, Pakistan; University of Management and Technology, Department of Computer Science, Sialkot, Pakistan; University of Sialkot, Department of Computer Science, Sialkot, Pakistan"	"Ali M., The Superior University Lahore, Department of Software Engineering, Lahore, Pakistan; Cheema S.M., University of Management and Technology, Department of Computer Science, Sialkot, Pakistan; Aslam Z., The Superior University Lahore, Department of Software Engineering, Lahore, Pakistan; Naz A., University of Sialkot, Department of Computer Science, Sialkot, Pakistan; Ayub N., The Superior University Lahore, Department of Software Engineering, Lahore, Pakistan"
"Ali, Rasikh (58249092100); Farhat, Tayyaba (58249552300); Abdullah, Sanya (58249790500); Akram, Sheeraz (56199595000); Alhajlah, Mousa (57976779200); Mahmood, Awais (36727690700); Iqbal, Muhammad Amjad (57213578044)"	Deep Learning for Sarcasm Identification in News Headlines	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159381493&doi=10.3390%2fapp13095586&partnerID=40&md5=f042c7a106773125ae4fcf026309234d	"Faculty of Computer Science and Information Technology, The Superior University, Lahore, 54600, Pakistan; Intelligent Data Visual Computing Research (IDVCR), Lahore, 54600, Pakistan; Information Systems Department, College of Computer and Information Sciences, Imam Mohammad Ibn Saud Islamic University (IMSIU), Riyadh, 12571, Saudi Arabia; Computer Science and Information Systems Department, Applied Computer Science College, King Saud University, Riyadh, 12571, Saudi Arabia; Faculty of Information Technology, University of Central Punjab, Lahore, 54100, Pakistan"	"Ali R., Faculty of Computer Science and Information Technology, The Superior University, Lahore, 54600, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 54600, Pakistan; Farhat T., Faculty of Computer Science and Information Technology, The Superior University, Lahore, 54600, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 54600, Pakistan; Abdullah S., Faculty of Computer Science and Information Technology, The Superior University, Lahore, 54600, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 54600, Pakistan; Akram S., Faculty of Computer Science and Information Technology, The Superior University, Lahore, 54600, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 54600, Pakistan, Information Systems Department, College of Computer and Information Sciences, Imam Mohammad Ibn Saud Islamic University (IMSIU), Riyadh, 12571, Saudi Arabia; Alhajlah M., Computer Science and Information Systems Department, Applied Computer Science College, King Saud University, Riyadh, 12571, Saudi Arabia; Mahmood A., Computer Science and Information Systems Department, Applied Computer Science College, King Saud University, Riyadh, 12571, Saudi Arabia; Iqbal M.A., Faculty of Information Technology, University of Central Punjab, Lahore, 54100, Pakistan"
"Nasim, Fawad (57324445500); Yousaf, Muhammad Adnan (58156941400); Masood, Sohail (58157113700); Jaffar, Arfan (26654126000); Rashid, Muhammad (57221707362)"	Data-Driven Probabilistic S for Batsman Performance Prediction in a Cricket Match	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150886331&doi=10.32604%2fiasc.2023.034258&partnerID=40&md5=557031fbe07760dc7f477458d0c31f52	"Superior University, Lahore, 54000, Pakistan; Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan; National University of Technology, Islamabad, 44000, Pakistan"	"Nasim F., Superior University, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan; Yousaf M.A., Superior University, Lahore, 54000, Pakistan; Masood S., Superior University, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan; Jaffar A., Superior University, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, Pakistan; Rashid M., National University of Technology, Islamabad, 44000, Pakistan"
"Sarwar, Muhammad Imran (57215290328); Abbas, Qaiser (57860653200); Alyas, Tahir (57211024338); Alzahrani, Ali (58254050200); Alghamdi, Turki (56109928600); Alsaawy, Yazed (57203435487)"	Digital Transformation of Public Sector Governance With IT Service Management-A Pilot Study	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147264486&doi=10.1109%2fACCESS.2023.3237550&partnerID=40&md5=faf1e5ee2bc394c62fc34f1709854ec6	"The Superior University, Lahore, Department of Computer Science & It, Lahore, 54500, Pakistan; Islamic University of Madinah, Faculty of Computer and Information Systems, Medina, 42351, Saudi Arabia; University of Sargodha, Department of Computer Science and Information Technology, Sargodha, 40100, Pakistan; Lahore Garrison University, Department of Computer Science, Lahore, 54810, Pakistan"	"Sarwar M.I., The Superior University, Lahore, Department of Computer Science & It, Lahore, 54500, Pakistan; Abbas Q., Islamic University of Madinah, Faculty of Computer and Information Systems, Medina, 42351, Saudi Arabia, University of Sargodha, Department of Computer Science and Information Technology, Sargodha, 40100, Pakistan; Alyas T., Lahore Garrison University, Department of Computer Science, Lahore, 54810, Pakistan; Alzahrani A., Islamic University of Madinah, Faculty of Computer and Information Systems, Medina, 42351, Saudi Arabia; Alghamdi T., Islamic University of Madinah, Faculty of Computer and Information Systems, Medina, 42351, Saudi Arabia; Alsaawy Y., Islamic University of Madinah, Faculty of Computer and Information Systems, Medina, 42351, Saudi Arabia"
"F, Ajesh (57902519300); Gobinathan, Praveetha (57753427900); Shamsudden, Shermin (58705143200); Arif, Muhammad (56452459100)"	Sentimental Analysis of Social Context Using Integration of PSOCuckoo Optimization and SVM Classifier	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177536852&doi=10.1201%2f9781003190301-9&partnerID=40&md5=d48c5c835ee1fe5b310fe5046650c272	"Sree Buddha College of Engineering, Kerala, Alappuzha, India; Jazan University, Saudi Arabia; Superior University, Lahore, Pakistan"	"F A., Sree Buddha College of Engineering, Kerala, Alappuzha, India; Gobinathan P., Jazan University, Saudi Arabia; Shamsudden S., Jazan University, Saudi Arabia; Arif M., Superior University, Lahore, Pakistan"
"Khaliq, Khowla (58296815900); Waseem Iqbal, Muhammad (57194948912); Noor, Misbah (58705261500); Rana, Toqir A. (57188758524); Arif, Muhammad (56452459100)"	Impact of Gamification in Children’s Health Awareness	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177514248&doi=10.1201%2f9781003190301-4&partnerID=40&md5=f8b97ed9d1a6293f99557907f75e648d	"Superior University, Lahore, Pakistan; The University of Lahore, Lahore, Pakistan"	"Khaliq K., Superior University, Lahore, Pakistan; Waseem Iqbal M., Superior University, Lahore, Pakistan; Noor M., Superior University, Lahore, Pakistan; Rana T.A., The University of Lahore, Lahore, Pakistan; Arif M., Superior University, Lahore, Pakistan"
"Tausif, Muhammad (57719333400); Dilshad, Sania (58679177600); Umer, Qasim (55520728200); Iqbal, Muhammad Waseem (57194948912); Latif, Zohaib (57201590407); Lee, Choonhwa (7410152898); Bashir, Rab Nawaz (57216837573)"	Ensemble learning-based estimation of reference evapotranspiration (ETo)	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175615782&doi=10.1016%2fj.iot.2023.100973&partnerID=40&md5=5bc5ebae9ff2d61d384cb69dc7abc55f	"Department of Computer Science, The Superior University, Lahore, 54000, Pakistan; Department of Computer Sciences, COMSATS University Islamabad, Vehari, 61000, Pakistan; Department of Computer Science, Hanyang University, Seoul, 04763, South Korea; Department of Computer Science, School of Engineering and Digital Sciences (SEDS), Nazarbayev University, Astana, 010000, Kazakhstan"	"Tausif M., Department of Computer Science, The Superior University, Lahore, 54000, Pakistan, Department of Computer Sciences, COMSATS University Islamabad, Vehari, 61000, Pakistan; Dilshad S., Department of Computer Sciences, COMSATS University Islamabad, Vehari, 61000, Pakistan; Umer Q., Department of Computer Sciences, COMSATS University Islamabad, Vehari, 61000, Pakistan, Department of Computer Science, Hanyang University, Seoul, 04763, South Korea; Iqbal M.W., Department of Computer Science, The Superior University, Lahore, 54000, Pakistan; Latif Z., Department of Computer Science, School of Engineering and Digital Sciences (SEDS), Nazarbayev University, Astana, 010000, Kazakhstan; Lee C., Department of Computer Science, Hanyang University, Seoul, 04763, South Korea; Bashir R.N., Department of Computer Sciences, COMSATS University Islamabad, Vehari, 61000, Pakistan"
